state,district,year,crop,production_t,RPR,residue_generated_t,burn_fraction,burned_t,recoverable_t
Punjab,S.a.s nagar,2015 - 2016,Rice,116000.0,1.5,174000.0,0.8,139200.0,24359.999999999993
Punjab,S.a.s nagar,2016 - 2017,Rice,112000.0,1.5,168000.0,0.8,134400.0,23519.999999999993
Punjab,S.a.s nagar,2017 - 2018,Rice,108000.0,1.5,162000.0,0.8,129600.0,22679.999999999993
Punjab,S.a.s nagar,2018 - 2019,Rice,102000.0,1.5,153000.0,0.8,122400.0,21419.999999999993
Punjab,S.a.s nagar,2019 - 2020,Rice,105000.0,1.5,157500.0,0.8,126000.0,22049.999999999993
Punjab,S.a.s nagar,2020 - 2021,Rice,101000.0,1.5,151500.0,0.8,121200.0,21209.999999999993
Punjab,S.a.s nagar,2021 - 2022,Rice,113000.0,1.5,169500.0,0.8,135600.0,23729.999999999993
Punjab,S.a.s nagar,2022 - 2023,Rice,127000.0,1.5,190500.0,0.8,152400.0,26669.999999999993
Punjab,Sangrur,2010 - 2011,Rice,1185000.0,1.5,1777500.0,0.8,1422000.0,248849.99999999994
Punjab,Sangrur,2011 - 2012,Rice,1188000.0,1.5,1782000.0,0.8,1425600.0,249479.99999999994
Punjab,Sangrur,2012 - 2013,Rice,1299000.0,1.5,1948500.0,0.8,1558800.0,272789.99999999994
Punjab,Sangrur,2013 - 2014,Rice,1290000.0,1.5,1935000.0,0.8,1548000.0,270899.99999999994
Punjab,Sangrur,2014 - 2015,Rice,1281000.0,1.5,1921500.0,0.8,1537200.0,269009.99999999994
Punjab,Sangrur,2015 - 2016,Rice,1334000.0,1.5,2001000.0,0.8,1600800.0,280139.9999999999
Punjab,Sangrur,2016 - 2017,Rice,1355000.0,1.5,2032500.0,0.8,1626000.0,284549.9999999999
Punjab,Sangrur,2017 - 2018,Rice,1442000.0,1.5,2163000.0,0.8,1730400.0,302819.9999999999
Punjab,Sangrur,2018 - 2019,Rice,1353000.0,1.5,2029500.0,0.8,1623600.0,284129.9999999999
Punjab,Sangrur,2019 - 2020,Rice,1362000.0,1.5,2043000.0,0.8,1634400.0,286019.9999999999
Punjab,Sangrur,2020 - 2021,Rice,1531000.0,1.5,2296500.0,0.8,1837200.0,321509.9999999999
Punjab,Sangrur,2021 - 2022,Rice,1195000.0,1.5,1792500.0,0.8,1434000.0,250949.99999999994
Punjab,Sangrur,2022 - 2023,Rice,1231000.0,1.5,1846500.0,0.8,1477200.0,258509.99999999994
Punjab,Tarn taran,2010 - 2011,Rice,500000.0,1.5,750000.0,0.8,600000.0,104999.99999999997
Punjab,Tarn taran,2011 - 2012,Rice,490000.0,1.5,735000.0,0.8,588000.0,102899.99999999997
Punjab,Tarn taran,2012 - 2013,Rice,599000.0,1.5,898500.0,0.8,718800.0,125789.99999999997
Punjab,Tarn taran,2013 - 2014,Rice,594000.0,1.5,891000.0,0.8,712800.0,124739.99999999997
Punjab,Tarn taran,2014 - 2015,Rice,540000.0,1.5,810000.0,0.8,648000.0,113399.99999999997
Punjab,Tarn taran,2015 - 2016,Rice,504000.0,1.5,756000.0,0.8,604800.0,105839.99999999997
Punjab,Tarn taran,2016 - 2017,Rice,614000.0,1.5,921000.0,0.8,736800.0,128939.99999999997
Punjab,Tarn taran,2017 - 2018,Rice,759000.0,1.5,1138500.0,0.8,910800.0,159389.99999999994
Punjab,Tarn taran,2018 - 2019,Rice,728000.0,1.5,1092000.0,0.8,873600.0,152879.99999999994
Punjab,Tarn taran,2019 - 2020,Rice,707000.0,1.5,1060500.0,0.8,848400.0,148469.99999999994
Punjab,Tarn taran,2020 - 2021,Rice,761000.0,1.5,1141500.0,0.8,913200.0,159809.99999999994
Punjab,Tarn taran,2021 - 2022,Rice,724000.0,1.5,1086000.0,0.8,868800.0,152039.99999999994
Punjab,Tarn taran,2022 - 2023,Rice,764000.0,1.5,1146000.0,0.8,916800.0,160439.99999999994
Punjab,Amritsar,2010 - 2011,Wheat,810000.0,1.1,891000.0000000001,0.5,445500.00000000006,311850.0
Punjab,Amritsar,2011 - 2012,Wheat,945000.0,1.1,1039500.0000000001,0.5,519750.00000000006,363825.0
Punjab,Amritsar,2012 - 2013,Wheat,884000.0,1.1,972400.0000000001,0.5,486200.00000000006,340340.0
Punjab,Amritsar,2013 - 2014,Wheat,934000.0,1.1,1027400.0000000001,0.5,513700.00000000006,359590.0
Punjab,Amritsar,2014 - 2015,Wheat,736000.0,1.1,809600.0000000001,0.5,404800.00000000006,283360.0
Punjab,Amritsar,2015 - 2016,Wheat,842000.0,1.1,926200.0000000001,0.5,463100.00000000006,324170.0
Punjab,Amritsar,2016 - 2017,Wheat,930000.0,1.1,1023000.0000000001,0.5,511500.00000000006,358050.0
Punjab,Amritsar,2017 - 2018,Wheat,920000.0,1.1,1012000.0000000001,0.5,506000.00000000006,354200.0
Punjab,Amritsar,2018 - 2019,Wheat,910000.0,1.1,1001000.0000000001,0.5,500500.00000000006,350350.0
Punjab,Amritsar,2019 - 2020,Wheat,852000.0,1.1,937200.0000000001,0.5,468600.00000000006,328020.0
Punjab,Amritsar,2020 - 2021,Wheat,900000.0,1.1,990000.0000000001,0.5,495000.00000000006,346500.0
Punjab,Amritsar,2021 - 2022,Wheat,843000.0,1.1,927300.0000000001,0.5,463650.00000000006,324555.0
Punjab,Amritsar,2022 - 2023,Wheat,905400.0,1.1,995940.0000000001,0.5,497970.00000000006,348579.0
Punjab,Barnala,2010 - 2011,Wheat,572000.0,1.1,629200.0,0.5,314600.0,220220.0
Punjab,Barnala,2011 - 2012,Wheat,615000.0,1.1,676500.0,0.5,338250.0,236774.99999999997
Punjab,Barnala,2012 - 2013,Wheat,567000.0,1.1,623700.0,0.5,311850.0,218295.0
Punjab,Barnala,2013 - 2014,Wheat,596000.0,1.1,655600.0,0.5,327800.0,229459.99999999997
Punjab,Barnala,2014 - 2015,Wheat,527000.0,1.1,579700.0,0.5,289850.0,202895.0
Punjab,Barnala,2015 - 2016,Wheat,565000.0,1.1,621500.0,0.5,310750.0,217525.0
Punjab,Barnala,2016 - 2017,Wheat,626000.0,1.1,688600.0,0.5,344300.0,241009.99999999997
Punjab,Barnala,2017 - 2018,Wheat,609000.0,1.1,669900.0,0.5,334950.0,234464.99999999997
Punjab,Barnala,2018 - 2019,Wheat,641000.0,1.1,705100.0,0.5,352550.0,246784.99999999997
Punjab,Barnala,2019 - 2020,Wheat,599000.0,1.1,658900.0,0.5,329450.0,230614.99999999997
Punjab,Barnala,2020 - 2021,Wheat,546000.0,1.1,600600.0,0.5,300300.0,210210.0
Punjab,Barnala,2021 - 2022,Wheat,525000.0,1.1,577500.0,0.5,288750.0,202125.0
Punjab,Barnala,2022 - 2023,Wheat,574100.0,1.1,631510.0,0.5,315755.0,221028.5
Punjab,Bathinda,2010 - 2011,Wheat,1166000.0,1.1,1282600.0,0.5,641300.0,448910.0
Punjab,Bathinda,2011 - 2012,Wheat,1260000.0,1.1,1386000.0,0.5,693000.0,485099.99999999994
Punjab,Bathinda,2012 - 2013,Wheat,1216000.0,1.1,1337600.0,0.5,668800.0,468159.99999999994
Punjab,Bathinda,2013 - 2014,Wheat,1259000.0,1.1,1384900.0,0.5,692450.0,484714.99999999994
Punjab,Bathinda,2014 - 2015,Wheat,1218000.0,1.1,1339800.0,0.5,669900.0,468929.99999999994
Punjab,Bathinda,2015 - 2016,Wheat,1184000.0,1.1,1302400.0,0.5,651200.0,455840.0
Punjab,Bathinda,2016 - 2017,Wheat,1335000.0,1.1,1468500.0000000002,0.5,734250.0000000001,513975.00000000006
Punjab,Bathinda,2017 - 2018,Wheat,1345000.0,1.1,1479500.0000000002,0.5,739750.0000000001,517825.00000000006
Punjab,Bathinda,2018 - 2019,Wheat,1428000.0,1.1,1570800.0000000002,0.5,785400.0000000001,549780.0
Punjab,Bathinda,2019 - 2020,Wheat,1387000.0,1.1,1525700.0000000002,0.5,762850.0000000001,533995.0
Punjab,Bathinda,2020 - 2021,Wheat,1266000.0,1.1,1392600.0,0.5,696300.0,487409.99999999994
Punjab,Bathinda,2021 - 2022,Wheat,1149000.0,1.1,1263900.0,0.5,631950.0,442365.0
Punjab,Bathinda,2022 - 2023,Wheat,1257300.0,1.1,1383030.0,0.5,691515.0,484060.49999999994
Punjab,Faridkot,2010 - 2011,Wheat,563000.0,1.1,619300.0,0.5,309650.0,216755.0
Punjab,Faridkot,2011 - 2012,Wheat,616000.0,1.1,677600.0,0.5,338800.0,237159.99999999997
Punjab,Faridkot,2012 - 2013,Wheat,553000.0,1.1,608300.0,0.5,304150.0,212905.0
Punjab,Faridkot,2013 - 2014,Wheat,601000.0,1.1,661100.0,0.5,330550.0,231384.99999999997
Punjab,Faridkot,2014 - 2015,Wheat,558000.0,1.1,613800.0,0.5,306900.0,214830.0
Punjab,Faridkot,2015 - 2016,Wheat,550000.0,1.1,605000.0,0.5,302500.0,211750.0
Punjab,Faridkot,2016 - 2017,Wheat,609000.0,1.1,669900.0,0.5,334950.0,234464.99999999997
Punjab,Faridkot,2017 - 2018,Wheat,619000.0,1.1,680900.0,0.5,340450.0,238314.99999999997
Punjab,Faridkot,2018 - 2019,Wheat,620000.0,1.1,682000.0,0.5,341000.0,238699.99999999997
Punjab,Faridkot,2019 - 2020,Wheat,646000.0,1.1,710600.0,0.5,355300.0,248709.99999999997
Punjab,Faridkot,2020 - 2021,Wheat,588000.0,1.1,646800.0,0.5,323400.0,226380.0
Punjab,Faridkot,2021 - 2022,Wheat,529000.0,1.1,581900.0,0.5,290950.0,203665.0
Punjab,Faridkot,2022 - 2023,Wheat,504500.0,1.1,554950.0,0.5,277475.0,194232.5
Punjab,Fatehgarh sahib,2010 - 2011,Wheat,417000.0,1.1,458700.00000000006,0.5,229350.00000000003,160545.0
Punjab,Fatehgarh sahib,2011 - 2012,Wheat,449000.0,1.1,493900.00000000006,0.5,246950.00000000003,172865.0
Punjab,Fatehgarh sahib,2012 - 2013,Wheat,440000.0,1.1,484000.00000000006,0.5,242000.00000000003,169400.0
Punjab,Fatehgarh sahib,2013 - 2014,Wheat,427000.0,1.1,469700.00000000006,0.5,234850.00000000003,164395.0
Punjab,Fatehgarh sahib,2014 - 2015,Wheat,340000.0,1.1,374000.00000000006,0.5,187000.00000000003,130900.00000000001
Punjab,Fatehgarh sahib,2015 - 2016,Wheat,394000.0,1.1,433400.00000000006,0.5,216700.00000000003,151690.0
Punjab,Fatehgarh sahib,2016 - 2017,Wheat,436000.0,1.1,479600.00000000006,0.5,239800.00000000003,167860.0
Punjab,Fatehgarh sahib,2017 - 2018,Wheat,454000.0,1.1,499400.00000000006,0.5,249700.00000000003,174790.0
Punjab,Fatehgarh sahib,2018 - 2019,Wheat,440000.0,1.1,484000.00000000006,0.5,242000.00000000003,169400.0
Punjab,Fatehgarh sahib,2019 - 2020,Wheat,374000.0,1.1,411400.00000000006,0.5,205700.00000000003,143990.0
Punjab,Fatehgarh sahib,2020 - 2021,Wheat,422000.0,1.1,464200.00000000006,0.5,232100.00000000003,162470.0
Punjab,Fatehgarh sahib,2021 - 2022,Wheat,290000.0,1.1,319000.0,0.5,159500.0,111650.0
Punjab,Fatehgarh sahib,2022 - 2023,Wheat,404700.0,1.1,445170.00000000006,0.5,222585.00000000003,155809.5
Punjab,Fazilka,2012 - 2013,Wheat,972000.0,1.1,1069200.0,0.5,534600.0,374220.0
Punjab,Fazilka,2013 - 2014,Wheat,1039000.0,1.1,1142900.0,0.5,571450.0,400015.0
Punjab,Fazilka,2014 - 2015,Wheat,913000.0,1.1,1004300.0000000001,0.5,502150.00000000006,351505.0
Punjab,Fazilka,2015 - 2016,Wheat,939000.0,1.1,1032900.0000000001,0.5,516450.00000000006,361515.0
Punjab,Fazilka,2016 - 2017,Wheat,1023000.0,1.1,1125300.0,0.5,562650.0,393855.0
Punjab,Fazilka,2017 - 2018,Wheat,1007000.0,1.1,1107700.0,0.5,553850.0,387695.0
Punjab,Fazilka,2018 - 2019,Wheat,1052000.0,1.1,1157200.0,0.5,578600.0,405020.0
Punjab,Fazilka,2019 - 2020,Wheat,1016000.0,1.1,1117600.0,0.5,558800.0,391160.0
Punjab,Fazilka,2020 - 2021,Wheat,984000.0,1.1,1082400.0,0.5,541200.0,378840.0
Punjab,Fazilka,2021 - 2022,Wheat,873000.0,1.1,960300.0000000001,0.5,480150.00000000006,336105.0
Punjab,Fazilka,2022 - 2023,Wheat,925000.0,1.1,1017500.0000000001,0.5,508750.00000000006,356125.0
Punjab,Firozepur,2010 - 2011,Wheat,1850000.0,1.1,2035000.0000000002,0.5,1017500.0000000001,712250.0
Punjab,Firozepur,2011 - 2012,Wheat,1969000.0,1.1,2165900.0,0.5,1082950.0,758065.0
Punjab,Firozepur,2012 - 2013,Wheat,911000.0,1.1,1002100.0000000001,0.5,501050.00000000006,350735.0
Punjab,Firozepur,2013 - 2014,Wheat,1001000.0,1.1,1101100.0,0.5,550550.0,385385.0
Punjab,Firozepur,2014 - 2015,Wheat,877000.0,1.1,964700.0000000001,0.5,482350.00000000006,337645.0
Punjab,Firozepur,2015 - 2016,Wheat,862000.0,1.1,948200.0000000001,0.5,474100.00000000006,331870.0
Punjab,Firozepur,2016 - 2017,Wheat,959000.0,1.1,1054900.0,0.5,527450.0,369215.0
Punjab,Firozepur,2017 - 2018,Wheat,977000.0,1.1,1074700.0,0.5,537350.0,376145.0
Punjab,Firozepur,2018 - 2019,Wheat,1010000.0,1.1,1111000.0,0.5,555500.0,388850.0
Punjab,Firozepur,2019 - 2020,Wheat,957000.0,1.1,1052700.0,0.5,526350.0,368445.0
Punjab,Firozepur,2020 - 2021,Wheat,967000.0,1.1,1063700.0,0.5,531850.0,372295.0
Punjab,Firozepur,2021 - 2022,Wheat,821000.0,1.1,903100.0000000001,0.5,451550.00000000006,316085.0
Punjab,Firozepur,2022 - 2023,Wheat,906000.0,1.1,996600.0000000001,0.5,498300.00000000006,348810.0
Punjab,Gurdaspur,2010 - 2011,Wheat,919000.0,1.1,1010900.0000000001,0.5,505450.00000000006,353815.0
Punjab,Gurdaspur,2011 - 2012,Wheat,1098000.0,1.1,1207800.0,0.5,603900.0,422730.0
Punjab,Gurdaspur,2012 - 2013,Wheat,825000.0,1.1,907500.0000000001,0.5,453750.00000000006,317625.0
Punjab,Gurdaspur,2013 - 2014,Wheat,822000.0,1.1,904200.0000000001,0.5,452100.00000000006,316470.0
Punjab,Gurdaspur,2014 - 2015,Wheat,627000.0,1.1,689700.0,0.5,344850.0,241394.99999999997
Punjab,Gurdaspur,2015 - 2016,Wheat,856000.0,1.1,941600.0000000001,0.5,470800.00000000006,329560.0
Punjab,Gurdaspur,2016 - 2017,Wheat,848000.0,1.1,932800.0000000001,0.5,466400.00000000006,326480.0
Punjab,Gurdaspur,2017 - 2018,Wheat,876000.0,1.1,963600.0000000001,0.5,481800.00000000006,337260.0
Punjab,Gurdaspur,2018 - 2019,Wheat,868000.0,1.1,954800.0000000001,0.5,477400.00000000006,334180.0
Punjab,Gurdaspur,2019 - 2020,Wheat,772000.0,1.1,849200.0000000001,0.5,424600.00000000006,297220.0
Punjab,Gurdaspur,2020 - 2021,Wheat,840000.0,1.1,924000.0000000001,0.5,462000.00000000006,323400.0
Punjab,Gurdaspur,2021 - 2022,Wheat,777000.0,1.1,854700.0000000001,0.5,427350.00000000006,299145.0
Punjab,Gurdaspur,2022 - 2023,Wheat,820400.0,1.1,902440.0000000001,0.5,451220.00000000006,315854.0
Punjab,Hoshiarpur,2010 - 2011,Wheat,661000.0,1.1,727100.0000000001,0.5,363550.00000000006,254485.00000000003
Punjab,Hoshiarpur,2011 - 2012,Wheat,694000.0,1.1,763400.0000000001,0.5,381700.00000000006,267190.0
Punjab,Hoshiarpur,2012 - 2013,Wheat,629000.0,1.1,691900.0,0.5,345950.0,242164.99999999997
Punjab,Hoshiarpur,2013 - 2014,Wheat,671000.0,1.1,738100.0000000001,0.5,369050.00000000006,258335.00000000003
Punjab,Hoshiarpur,2014 - 2015,Wheat,540000.0,1.1,594000.0,0.5,297000.0,207900.0
Punjab,Hoshiarpur,2015 - 2016,Wheat,591000.0,1.1,650100.0,0.5,325050.0,227535.0
Punjab,Hoshiarpur,2016 - 2017,Wheat,606000.0,1.1,666600.0,0.5,333300.0,233309.99999999997
Punjab,Hoshiarpur,2017 - 2018,Wheat,620000.0,1.1,682000.0,0.5,341000.0,238699.99999999997
Punjab,Hoshiarpur,2018 - 2019,Wheat,611000.0,1.1,672100.0,0.5,336050.0,235234.99999999997
Punjab,Hoshiarpur,2019 - 2020,Wheat,609000.0,1.1,669900.0,0.5,334950.0,234464.99999999997
Punjab,Hoshiarpur,2020 - 2021,Wheat,588000.0,1.1,646800.0,0.5,323400.0,226380.0
Punjab,Hoshiarpur,2021 - 2022,Wheat,515000.0,1.1,566500.0,0.5,283250.0,198275.0
Punjab,Hoshiarpur,2022 - 2023,Wheat,570800.0,1.1,627880.0,0.5,313940.0,219758.0
Punjab,Jalandhar,2010 - 2011,Wheat,793000.0,1.1,872300.0000000001,0.5,436150.00000000006,305305.0
Punjab,Jalandhar,2011 - 2012,Wheat,866000.0,1.1,952600.0000000001,0.5,476300.00000000006,333410.0
Punjab,Jalandhar,2012 - 2013,Wheat,773000.0,1.1,850300.0000000001,0.5,425150.00000000006,297605.0
Punjab,Jalandhar,2013 - 2014,Wheat,837000.0,1.1,920700.0000000001,0.5,460350.00000000006,322245.0
Punjab,Jalandhar,2014 - 2015,Wheat,685000.0,1.1,753500.0000000001,0.5,376750.00000000006,263725.0
Punjab,Jalandhar,2015 - 2016,Wheat,762000.0,1.1,838200.0000000001,0.5,419100.00000000006,293370.0
Punjab,Jalandhar,2016 - 2017,Wheat,809000.0,1.1,889900.0000000001,0.5,444950.00000000006,311465.0
Punjab,Jalandhar,2017 - 2018,Wheat,861000.0,1.1,947100.0000000001,0.5,473550.00000000006,331485.0
Punjab,Jalandhar,2018 - 2019,Wheat,845000.0,1.1,929500.0000000001,0.5,464750.00000000006,325325.0
Punjab,Jalandhar,2019 - 2020,Wheat,870000.0,1.1,957000.0000000001,0.5,478500.00000000006,334950.0
Punjab,Jalandhar,2020 - 2021,Wheat,845000.0,1.1,929500.0000000001,0.5,464750.00000000006,325325.0
Punjab,Jalandhar,2021 - 2022,Wheat,732000.0,1.1,805200.0000000001,0.5,402600.00000000006,281820.0
Punjab,Jalandhar,2022 - 2023,Wheat,754300.0,1.1,829730.0000000001,0.5,414865.00000000006,290405.5
Punjab,Kapurthala,2010 - 2011,Wheat,480000.0,1.1,528000.0,0.5,264000.0,184800.0
Punjab,Kapurthala,2011 - 2012,Wheat,542000.0,1.1,596200.0,0.5,298100.0,208670.0
Punjab,Kapurthala,2012 - 2013,Wheat,510000.0,1.1,561000.0,0.5,280500.0,196350.0
Punjab,Kapurthala,2013 - 2014,Wheat,548000.0,1.1,602800.0,0.5,301400.0,210980.0
Punjab,Kapurthala,2014 - 2015,Wheat,429000.0,1.1,471900.00000000006,0.5,235950.00000000003,165165.0
Punjab,Kapurthala,2015 - 2016,Wheat,469000.0,1.1,515900.00000000006,0.5,257950.00000000003,180565.0
Punjab,Kapurthala,2016 - 2017,Wheat,522000.0,1.1,574200.0,0.5,287100.0,200970.0
Punjab,Kapurthala,2017 - 2018,Wheat,523000.0,1.1,575300.0,0.5,287650.0,201355.0
Punjab,Kapurthala,2018 - 2019,Wheat,516000.0,1.1,567600.0,0.5,283800.0,198660.0
Punjab,Kapurthala,2019 - 2020,Wheat,507000.0,1.1,557700.0,0.5,278850.0,195195.0
Punjab,Kapurthala,2020 - 2021,Wheat,486000.0,1.1,534600.0,0.5,267300.0,187110.0
Punjab,Kapurthala,2021 - 2022,Wheat,439000.0,1.1,482900.00000000006,0.5,241450.00000000003,169015.0
Punjab,Kapurthala,2022 - 2023,Wheat,484300.0,1.1,532730.0,0.5,266365.0,186455.5
Punjab,Ludhiana,2010 - 2011,Wheat,1276000.0,1.1,1403600.0,0.5,701800.0,491259.99999999994
Punjab,Ludhiana,2011 - 2012,Wheat,1381000.0,1.1,1519100.0000000002,0.5,759550.0000000001,531685.0
Punjab,Ludhiana,2012 - 2013,Wheat,1242000.0,1.1,1366200.0,0.5,683100.0,478169.99999999994
Punjab,Ludhiana,2013 - 2014,Wheat,1327000.0,1.1,1459700.0000000002,0.5,729850.0000000001,510895.00000000006
Punjab,Ludhiana,2014 - 2015,Wheat,1129000.0,1.1,1241900.0,0.5,620950.0,434665.0
Punjab,Ludhiana,2015 - 2016,Wheat,1172000.0,1.1,1289200.0,0.5,644600.0,451220.0
Punjab,Ludhiana,2016 - 2017,Wheat,1273000.0,1.1,1400300.0,0.5,700150.0,490104.99999999994
Punjab,Ludhiana,2017 - 2018,Wheat,1296000.0,1.1,1425600.0,0.5,712800.0,498959.99999999994
Punjab,Ludhiana,2018 - 2019,Wheat,1288000.0,1.1,1416800.0,0.5,708400.0,495879.99999999994
Punjab,Ludhiana,2019 - 2020,Wheat,1275000.0,1.1,1402500.0,0.5,701250.0,490874.99999999994
Punjab,Ludhiana,2020 - 2021,Wheat,1241000.0,1.1,1365100.0,0.5,682550.0,477784.99999999994
Punjab,Ludhiana,2021 - 2022,Wheat,1044000.0,1.1,1148400.0,0.5,574200.0,401940.0
Punjab,Ludhiana,2022 - 2023,Wheat,1123400.0,1.1,1235740.0,0.5,617870.0,432509.0
Punjab,Malerkotla,2021 - 2022,Wheat,227000.0,1.1,249700.00000000003,0.5,124850.00000000001,87395.0
Punjab,Malerkotla,2022 - 2023,Wheat,258500.0,1.1,284350.0,0.5,142175.0,99522.5
Punjab,Mansa,2010 - 2011,Wheat,830000.0,1.1,913000.0000000001,0.5,456500.00000000006,319550.0
Punjab,Mansa,2011 - 2012,Wheat,841000.0,1.1,925100.0000000001,0.5,462550.00000000006,323785.0
Punjab,Mansa,2012 - 2013,Wheat,759000.0,1.1,834900.0000000001,0.5,417450.00000000006,292215.0
Punjab,Mansa,2013 - 2014,Wheat,854000.0,1.1,939400.0000000001,0.5,469700.00000000006,328790.0
Punjab,Mansa,2014 - 2015,Wheat,742000.0,1.1,816200.0000000001,0.5,408100.00000000006,285670.0
Punjab,Mansa,2015 - 2016,Wheat,789000.0,1.1,867900.0000000001,0.5,433950.00000000006,303765.0
Punjab,Mansa,2016 - 2017,Wheat,876000.0,1.1,963600.0000000001,0.5,481800.00000000006,337260.0
Punjab,Mansa,2017 - 2018,Wheat,890000.0,1.1,979000.0000000001,0.5,489500.00000000006,342650.0
Punjab,Mansa,2018 - 2019,Wheat,932000.0,1.1,1025200.0000000001,0.5,512600.00000000006,358820.0
Punjab,Mansa,2019 - 2020,Wheat,922000.0,1.1,1014200.0000000001,0.5,507100.00000000006,354970.0
Punjab,Mansa,2020 - 2021,Wheat,852000.0,1.1,937200.0000000001,0.5,468600.00000000006,328020.0
Punjab,Mansa,2021 - 2022,Wheat,768000.0,1.1,844800.0000000001,0.5,422400.00000000006,295680.0
Punjab,Mansa,2022 - 2023,Wheat,854200.0,1.1,939620.0000000001,0.5,469810.00000000006,328867.0
Punjab,Moga,2010 - 2011,Wheat,887000.0,1.1,975700.0000000001,0.5,487850.00000000006,341495.0
Punjab,Moga,2011 - 2012,Wheat,961000.0,1.1,1057100.0,0.5,528550.0,369985.0
Punjab,Moga,2012 - 2013,Wheat,871000.0,1.1,958100.0000000001,0.5,479050.00000000006,335335.0
Punjab,Moga,2013 - 2014,Wheat,922000.0,1.1,1014200.0000000001,0.5,507100.00000000006,354970.0
Punjab,Moga,2014 - 2015,Wheat,794000.0,1.1,873400.0000000001,0.5,436700.00000000006,305690.0
Punjab,Moga,2015 - 2016,Wheat,805000.0,1.1,885500.0000000001,0.5,442750.00000000006,309925.0
Punjab,Moga,2016 - 2017,Wheat,918000.0,1.1,1009800.0000000001,0.5,504900.00000000006,353430.0
Punjab,Moga,2017 - 2018,Wheat,908000.0,1.1,998800.0000000001,0.5,499400.00000000006,349580.0
Punjab,Moga,2018 - 2019,Wheat,941000.0,1.1,1035100.0000000001,0.5,517550.00000000006,362285.0
Punjab,Moga,2019 - 2020,Wheat,942000.0,1.1,1036200.0000000001,0.5,518100.00000000006,362670.0
Punjab,Moga,2020 - 2021,Wheat,911000.0,1.1,1002100.0000000001,0.5,501050.00000000006,350735.0
Punjab,Moga,2021 - 2022,Wheat,778000.0,1.1,855800.0000000001,0.5,427900.00000000006,299530.0
Punjab,Moga,2022 - 2023,Wheat,846300.0,1.1,930930.0000000001,0.5,465465.00000000006,325825.5
Punjab,Muktsar,2010 - 2011,Wheat,957000.0,1.1,1052700.0,0.5,526350.0,368445.0
Punjab,Muktsar,2011 - 2012,Wheat,1036000.0,1.1,1139600.0,0.5,569800.0,398860.0
Punjab,Muktsar,2012 - 2013,Wheat,996000.0,1.1,1095600.0,0.5,547800.0,383460.0
Punjab,Muktsar,2013 - 2014,Wheat,1058000.0,1.1,1163800.0,0.5,581900.0,407330.0
Punjab,Muktsar,2014 - 2015,Wheat,907000.0,1.1,997700.0000000001,0.5,498850.00000000006,349195.0
Punjab,Muktsar,2015 - 2016,Wheat,969000.0,1.1,1065900.0,0.5,532950.0,373065.0
Punjab,Muktsar,2016 - 2017,Wheat,1093000.0,1.1,1202300.0,0.5,601150.0,420805.0
Punjab,Muktsar,2017 - 2018,Wheat,1108000.0,1.1,1218800.0,0.5,609400.0,426580.0
Punjab,Muktsar,2018 - 2019,Wheat,1192000.0,1.1,1311200.0,0.5,655600.0,458919.99999999994
Punjab,Muktsar,2019 - 2020,Wheat,1168000.0,1.1,1284800.0,0.5,642400.0,449680.0
Punjab,Muktsar,2020 - 2021,Wheat,1087000.0,1.1,1195700.0,0.5,597850.0,418495.0
Punjab,Muktsar,2021 - 2022,Wheat,992000.0,1.1,1091200.0,0.5,545600.0,381920.0
Punjab,Muktsar,2022 - 2023,Wheat,1019100.0,1.1,1121010.0,0.5,560505.0,392353.5
Punjab,Nawanshahr,2010 - 2011,Wheat,348000.0,1.1,382800.00000000006,0.5,191400.00000000003,133980.0
Punjab,Nawanshahr,2011 - 2012,Wheat,387000.0,1.1,425700.00000000006,0.5,212850.00000000003,148995.0
Punjab,Nawanshahr,2012 - 2013,Wheat,382000.0,1.1,420200.00000000006,0.5,210100.00000000003,147070.0
Punjab,Nawanshahr,2013 - 2014,Wheat,371000.0,1.1,408100.00000000006,0.5,204050.00000000003,142835.0
Punjab,Nawanshahr,2014 - 2015,Wheat,282000.0,1.1,310200.0,0.5,155100.0,108570.0
Punjab,Nawanshahr,2015 - 2016,Wheat,368000.0,1.1,404800.00000000006,0.5,202400.00000000003,141680.0
Punjab,Nawanshahr,2016 - 2017,Wheat,374000.0,1.1,411400.00000000006,0.5,205700.00000000003,143990.0
Punjab,Nawanshahr,2017 - 2018,Wheat,385000.0,1.1,423500.00000000006,0.5,211750.00000000003,148225.0
Punjab,Nawanshahr,2018 - 2019,Wheat,385000.0,1.1,423500.00000000006,0.5,211750.00000000003,148225.0
Punjab,Nawanshahr,2019 - 2020,Wheat,391000.0,1.1,430100.00000000006,0.5,215050.00000000003,150535.0
Punjab,Nawanshahr,2020 - 2021,Wheat,384000.0,1.1,422400.00000000006,0.5,211200.00000000003,147840.0
Punjab,Nawanshahr,2021 - 2022,Wheat,299000.0,1.1,328900.0,0.5,164450.0,115114.99999999999
Punjab,Nawanshahr,2022 - 2023,Wheat,386300.0,1.1,424930.00000000006,0.5,212465.00000000003,148725.5
Punjab,Pathankot,2012 - 2013,Wheat,173000.0,1.1,190300.00000000003,0.5,95150.00000000001,66605.0
Punjab,Pathankot,2013 - 2014,Wheat,167000.0,1.1,183700.00000000003,0.5,91850.00000000001,64295.00000000001
Punjab,Pathankot,2014 - 2015,Wheat,115000.0,1.1,126500.00000000001,0.5,63250.00000000001,44275.0
